"ID","Model","Classification","ObsNoise","ProcessNoise","TSlength","SimNumber","E","tau","theta","R2","modelform","LEmean","LEmin","LEreg","LEreg_se","Classification2","LEregmin","LEregclass","LEclass"
6,"SeasonalPredatorPrey","periodic",0.1,1,100,"Sim.65",6,1,4,0.985626802069976,"gr-ut",-0.069220873661516,-0.083477969468534,0.30532247912946,0.0166021878777398,"not chaotic",0.27278219088909,"chaotic","not chaotic"
7,"SeasonalPredatorPrey","periodic",0.1,2,100,"Sim.65",3,1,6,0.949116844232318,"gr-ut",-0.180441406480861,-0.227674177225196,0.445392478222342,0.0322415237141879,"not chaotic",0.382199091742534,"chaotic","not chaotic"
8,"SeasonalPredatorPrey","periodic",0.1,3,100,"Sim.65",2,1,4,0.888908295514041,"gr-log",-0.35832632771502,-0.376783943464558,0.424204552285418,0.0600297343388543,"not chaotic",0.306546272981264,"chaotic","not chaotic"
9,"SeasonalPredatorPrey","periodic",0.2,0,100,"Sim.65",4,1,0,0.998564965686487,"gr-ut",0.0105439940623656,-0.00638130611875792,0.370989173439857,0.0300508870376577,"not chaotic",0.312089434846048,"chaotic","not chaotic"
10,"SeasonalPredatorPrey","periodic",0.2,1,100,"Sim.65",3,1,0.75,0.976068513281611,"gr-log",0.0143717591100198,-0.0141623345284207,0.423830173073916,0.04928877321399,"not chaotic",0.327224177574496,"chaotic","not chaotic"
11,"SeasonalPredatorPrey","periodic",0.2,2,100,"Sim.65",2,1,6,0.946451327892009,"ut-ut",0.0290591199157995,0.0048580173274057,0.432956582767554,0.0711676736218821,"not chaotic",0.293467942468665,"chaotic","not chaotic"
12,"SeasonalPredatorPrey","periodic",0.2,3,100,"Sim.65",2,1,4,0.912251615374411,"gr-log",-0.368809271368539,-0.396424670927767,0.429495499799284,0.0712718332240351,"not chaotic",0.289802706680175,"chaotic","not chaotic"
13,"SeasonalPredatorPrey","periodic",0.3,0,100,"Sim.65",4,1,0,0.998316726503511,"gr-ut",0.00946714115009329,-0.0104320615561781,0.316839357107242,0.0280818249490613,"not chaotic",0.261798980207081,"chaotic","not chaotic"
14,"SeasonalPredatorPrey","periodic",0.3,1,100,"Sim.65",4,1,0.75,0.976023744155872,"gr-log",0.0177071134719662,-0.00343064255734359,0.348515645813873,0.0380421752671347,"not chaotic",0.273952982290289,"chaotic","not chaotic"
15,"SeasonalPredatorPrey","periodic",0.3,2,100,"Sim.65",5,1,6,0.958446564083752,"ut-ut",-0.00811742667141663,-0.0271247494805669,0.406600373491623,0.00400265361933298,"not chaotic",0.398755172397731,"chaotic","not chaotic"
16,"SeasonalPredatorPrey","periodic",0.3,3,100,"Sim.65",6,1,3,0.969262710269162,"gr-ut",2.16489089453393e-07,-0.0232407045435605,0.290354786479549,0.0111071171636834,"not chaotic",0.26858483683873,"chaotic","not chaotic"
17,"SeasonalPredatorPrey","chaotic",0.01,0,100,"Sim.65",4,1,6,0.996039260899002,"gr-log",0.264321676563808,0.248573930362563,0.112047393916413,0.00848593922381303,"chaotic",0.09541495303774,"chaotic","chaotic"
18,"SeasonalPredatorPrey","chaotic",0.01,1,100,"Sim.65",4,1,6,0.98778190673512,"gr-log",0.259664706356971,0.240651446081964,0.0873400063606093,0.00862827635713836,"chaotic",0.0704285847006182,"chaotic","chaotic"
19,"SeasonalPredatorPrey","chaotic",0.01,2,100,"Sim.65",6,1,8,0.957062537382506,"gr-log",0.222728364036048,0.205822808047863,0.0753912800981108,0.0106022839528579,"chaotic",0.0546108035505093,"chaotic","chaotic"
20,"SeasonalPredatorPrey","chaotic",0.01,3,100,"Sim.65",5,1,6,0.935353177109212,"ut-ut",0.257729829081731,0.255811444188234,0.157625015138884,0.00399739265101251,"chaotic",0.149790125542899,"chaotic","chaotic"
21,"SeasonalPredatorPrey","chaotic",0.1,0,100,"Sim.65",6,2,6,0.957292554634378,"gr-log",0.0466646485879943,0.042042208729952,0.0432550032302657,0.0183001940702909,"chaotic",0.00738662285249545,"not chaotic","chaotic"
22,"SeasonalPredatorPrey","chaotic",0.1,1,100,"Sim.65",4,1,6,0.975734768846865,"ut-ut",0.479404421717322,0.466741664764662,0.0664309407203251,0.0042635463936875,"chaotic",0.0580743897886976,"chaotic","chaotic"
23,"SeasonalPredatorPrey","chaotic",0.1,2,100,"Sim.65",5,1,8,0.959446991949903,"gr-log",0.191659749517799,0.16188825812139,0.0975470826288546,0.0108676892674665,"chaotic",0.0762464116646202,"chaotic","chaotic"
24,"SeasonalPredatorPrey","chaotic",0.1,3,100,"Sim.65",6,1,4,0.906683740810104,"ut-ut",0.101400712956754,0.0821290712722936,0.124590905983784,0.00626842028030908,"chaotic",0.112304802234378,"chaotic","chaotic"
25,"SeasonalPredatorPrey","chaotic",0.2,0,100,"Sim.65",6,2,6,0.937381756551628,"gr-log",0.0236148279201274,0.01692364017455,0.037715840109293,0.0140758543331486,"chaotic",0.0101271656163218,"chaotic","chaotic"
26,"SeasonalPredatorPrey","chaotic",0.2,1,100,"Sim.65",4,2,6,0.906751346493508,"gr-log",0.0260376439127213,0.0167211370675265,0.108829138649234,0.0578347728755936,"chaotic",-0.00452701618692905,"not chaotic","chaotic"
27,"SeasonalPredatorPrey","chaotic",0.2,2,100,"Sim.65",6,1,3,0.911367642771106,"gr-ut",0.04736677628714,0.0248890183499212,0.157414595520146,0.00178352820589489,"chaotic",0.153918880236592,"chaotic","chaotic"
28,"SeasonalPredatorPrey","chaotic",0.2,3,100,"Sim.65",4,2,2,0.946282415746213,"gr-log",0.0251961946972769,0.0177322982273093,0.117775899342758,0.0782539883154247,"chaotic",-0.0356019177554745,"not chaotic","chaotic"
29,"SeasonalPredatorPrey","chaotic",0.3,0,100,"Sim.65",6,2,4,0.875122753863524,"gr-log",0.0455042776678526,0.0363424950081667,0.0436069063698361,0.0140355328599463,"chaotic",0.0160972619643414,"chaotic","chaotic"
30,"SeasonalPredatorPrey","chaotic",0.3,1,100,"Sim.65",5,1,4,0.892172068548272,"ut-ut",0.153085721228576,0.14259960968068,0.16249972938095,0.0222066076606871,"chaotic",0.118974778366003,"chaotic","chaotic"
31,"SeasonalPredatorPrey","chaotic",0.3,2,100,"Sim.65",6,2,4,0.928238602731861,"gr-log",0.0360079583824922,0.0267889888794535,0.043483253484126,0.0323152792124167,"chaotic",-0.0198546937722107,"not chaotic","chaotic"
32,"SeasonalPredatorPrey","chaotic",0.3,3,100,"Sim.65",6,1,3,0.936539799397949,"ut-ut",0.099715268101049,0.0921349739990831,0.0790942414860947,0.0066614528659767,"chaotic",0.0660377938687804,"chaotic","chaotic"
33,"LPA","periodic",0.01,0,100,"Sim.65",2,1,0,0.999690754269719,"gr-ut",0.804210085297696,0.760157677535326,0.575274487834941,0.176006886794065,"not chaotic",0.230300989718574,"chaotic","chaotic"
34,"LPA","periodic",0.01,1,100,"Sim.65",2,1,6,0.99554434829287,"gr-ut",-0.0633012535236048,-0.0934087163401492,0.551484644400082,0.15102529307662,"not chaotic",0.255475069969906,"chaotic","not chaotic"
35,"LPA","periodic",0.01,2,100,"Sim.65",2,1,6,0.987904772974806,"gr-ut",-0.349584252325368,-0.375080024670827,0.588268660499608,0.175358798084158,"not chaotic",0.244565416254659,"chaotic","not chaotic"
36,"LPA","periodic",0.01,3,100,"Sim.65",2,1,6,0.969329709137795,"gr-ut",-0.229679456821307,-0.271933359407397,0.543267702009137,0.183072436055135,"not chaotic",0.184445727341072,"chaotic","not chaotic"
37,"LPA","periodic",0.1,0,100,"Sim.65",3,1,0,0.976668887636756,"gr-log",0.0267198687066655,0.0069073547164927,0.641105578936632,0.066740907834387,"not chaotic",0.510293399581233,"chaotic","not chaotic"
38,"LPA","periodic",0.1,1,100,"Sim.65",2,1,6,0.976365231483774,"gr-ut",-0.801759806944445,-0.85740259406205,0.631747768026655,0.197909406127887,"not chaotic",0.243845332015996,"chaotic","not chaotic"
39,"LPA","periodic",0.1,2,100,"Sim.65",2,1,8,0.976287530999554,"gr-ut",-0.290674728265759,-0.352849857181702,0.572076766260137,0.203988181611563,"not chaotic",0.172259930301473,"chaotic","not chaotic"
40,"LPA","periodic",0.1,3,100,"Sim.65",5,3,4,0.95889494776575,"ut-ut",-0.03122059268308,-0.0327422987244495,0.0844510604225584,0.106787716701898,"not chaotic",-0.124852864313161,"not chaotic","not chaotic"
41,"LPA","periodic",0.2,0,100,"Sim.65",3,1,1,0.937697073589518,"ut-ut",0.00779992467062427,0.00529381013210019,0.843272541532378,0.137564486671924,"not chaotic",0.573646147655408,"chaotic","not chaotic"
42,"LPA","periodic",0.2,1,100,"Sim.65",5,4,3,0.935948408866772,"ut-ut",0.0119071376134962,0.0113793184033902,0.0939239088026123,0.321306366149603,"not chaotic",-0.53583656885061,"not chaotic","chaotic"
43,"LPA","periodic",0.2,2,100,"Sim.65",3,2,1.5,0.926463254383326,"ut-ut",0.010537422304888,0.00764009618022264,0.352775126650137,0.309964497721224,"not chaotic",-0.254755288883462,"not chaotic","not chaotic"
44,"LPA","periodic",0.2,3,100,"Sim.65",3,3,4,0.946722320579029,"gr-log",-0.0639280756732323,-0.0666618934219807,0.191316497461559,0.205483528391519,"not chaotic",-0.211431218185819,"not chaotic","not chaotic"
45,"LPA","periodic",0.3,0,100,"Sim.65",1,6,6,0.887724283517649,"gr-ut",-0.0715933091672705,-0.0731676596089836,0.651162016478637,0.360042993065542,"not chaotic",-0.0545222499298246,"not chaotic","not chaotic"
46,"LPA","periodic",0.3,1,100,"Sim.65",5,4,1.5,0.926416098394591,"ut-ut",0.00499675966376119,0.00411049815702396,0.104791829938439,0.315433133342181,"not chaotic",-0.513457111412236,"not chaotic","not chaotic"
47,"LPA","periodic",0.3,2,100,"Sim.65",6,1,4,0.874097479587066,"ut-ut",0.0495467311708616,0.0412053049945502,0.256707285993376,0.0204252893264977,"not chaotic",0.216673718913441,"chaotic","chaotic"
48,"LPA","periodic",0.3,3,100,"Sim.65",3,1,1.5,0.867745585916972,"ut-ut",0.0562589147838169,0.0543189053105849,0.592935867391302,0.0572029682835463,"not chaotic",0.480818049555551,"chaotic","chaotic"
49,"LPA","chaotic",0.01,0,100,"Sim.65",3,1,6,0.99702301835433,"ut-ut",0.160979671868962,0.148750439065476,0.182368747185679,0.0147339100103785,"chaotic",0.153490283565337,"chaotic","chaotic"
50,"LPA","chaotic",0.01,1,100,"Sim.65",3,1,3,0.987203521235791,"ut-ut",0.249296657315005,0.235191107516404,0.289688842043457,0.0258849714704347,"chaotic",0.238954297961405,"chaotic","chaotic"
51,"LPA","chaotic",0.01,2,100,"Sim.65",6,1,8,0.951222436410486,"gr-ut",0.0969376847895793,0.0836048098086855,0.206079357572238,0.00726197934999158,"chaotic",0.191845878046255,"chaotic","chaotic"
52,"LPA","chaotic",0.01,3,100,"Sim.65",4,1,6,0.967510971699024,"gr-log",0.104530741060152,0.0744698670982493,0.31722212858938,0.0248238716279669,"chaotic",0.268567340198565,"chaotic","chaotic"
53,"LPA","chaotic",0.1,0,100,"Sim.65",4,1,6,0.959905363219726,"gr-ut",0.017213800749666,0.00408809436686472,0.289764251395249,0.0222692942386827,"chaotic",0.246116434687431,"chaotic","not chaotic"
54,"LPA","chaotic",0.1,1,100,"Sim.65",5,1,6,0.975272917989054,"gr-ut",0.0185200847948915,-0.00803049521060503,0.235135362472072,0.00937598561495489,"chaotic",0.21675843066676,"chaotic","not chaotic"
55,"LPA","chaotic",0.1,2,100,"Sim.65",3,1,6,0.948425166515668,"ut-ut",0.140883608412721,0.120465157533859,0.424533579072739,0.0466144558271537,"chaotic",0.333169245651517,"chaotic","chaotic"
56,"LPA","chaotic",0.1,3,100,"Sim.65",3,1,4,0.937980559228438,"ut-ut",0.169532658495574,0.145670846526823,0.453016996761038,0.0418032917202781,"chaotic",0.371082544989293,"chaotic","chaotic"
57,"LPA","chaotic",0.2,0,100,"Sim.65",6,1,6,0.92890146348449,"ut-ut",0.0592806524573261,0.0291983165202458,0.190675557050204,0.00692524320298454,"chaotic",0.177102080372354,"chaotic","chaotic"
58,"LPA","chaotic",0.2,1,100,"Sim.65",4,1,4,0.857784052381728,"gr-ut",0.0394308275744393,0.0163042258506645,0.335339783945485,0.0201733668751536,"chaotic",0.295799984870184,"chaotic","chaotic"
59,"LPA","chaotic",0.2,2,100,"Sim.65",3,1,6,0.900414764526973,"ut-ut",0.224768521748371,0.203243275993997,0.458521450790147,0.0769750372280592,"chaotic",0.307650377823151,"chaotic","chaotic"
60,"LPA","chaotic",0.2,3,100,"Sim.65",3,1,4,0.867531113697147,"ut-ut",0.272498889805523,0.257981405939976,0.36570593648543,0.0877422111246315,"chaotic",0.193731202681152,"chaotic","chaotic"
61,"LPA","chaotic",0.3,0,100,"Sim.65",4,1,3,0.817338470212644,"ut-ut",0.158028874129811,0.138855714235337,0.396756213375216,0.0297306037096661,"chaotic",0.33848423010427,"chaotic","chaotic"
62,"LPA","chaotic",0.3,1,100,"Sim.65",4,1,3,0.770997959511667,"ut-ut",0.152371247178936,0.142607242686089,0.383737948005582,0.0243760891039912,"chaotic",0.335960813361759,"chaotic","chaotic"
63,"LPA","chaotic",0.3,2,100,"Sim.65",4,1,3,0.744482326428376,"ut-ut",0.161719213980701,0.14758223020588,0.433359423174269,0.0462849183090524,"chaotic",0.342640983288526,"chaotic","chaotic"
64,"LPA","chaotic",0.3,3,100,"Sim.65",4,1,6,0.838106653455172,"gr-log",0.0650588728711922,0.0409663650501823,0.457332284481543,0.0346409909641589,"chaotic",0.389435942191791,"chaotic","chaotic"
65,"NPZ","periodic",0.01,0,100,"Sim.65",2,1,3,0.996159102300526,"gr-ut",0.044552007947961,0.0275286306921316,0.0966622623386062,0.0205847639648547,"not chaotic",0.056316124967491,"chaotic","chaotic"
66,"NPZ","periodic",0.01,1,100,"Sim.65",3,1,3,0.996390832306327,"gr-ut",0.030318458647797,0.021704064000788,0.0956731272778901,0.0114087581008451,"not chaotic",0.0733119614002338,"chaotic","chaotic"
67,"NPZ","periodic",0.01,2,100,"Sim.65",3,1,3,0.996169366397595,"gr-ut",0.0527286590118197,0.0448760745659112,0.200591624861298,0.0168399179019127,"not chaotic",0.167585385773549,"chaotic","chaotic"
68,"NPZ","periodic",0.01,3,100,"Sim.65",2,1,1.5,0.995497612141188,"ut-ut",-0.00186317533712262,-0.00769832969119512,0.250505158867369,0.0641372832314555,"not chaotic",0.124796083733716,"chaotic","not chaotic"
69,"NPZ","periodic",0.1,0,100,"Sim.65",6,2,0.5,0.945020664114547,"ut-ut",-0.0018507022262703,-0.00350156840609798,0.0326863381843689,0.0415275404935284,"not chaotic",-0.0487076411829468,"not chaotic","not chaotic"
70,"NPZ","periodic",0.1,1,100,"Sim.65",5,4,0.5,0.955752421133219,"ut-ut",0.00242365030667046,0.00174505974471459,0.0226222497427441,0.0956407470723908,"not chaotic",-0.164833614519142,"not chaotic","not chaotic"
71,"NPZ","periodic",0.1,2,100,"Sim.65",4,3,1.5,0.95602283603047,"ut-ut",0.00339063536888761,0.00225968585259706,0.0923882967580849,0.111010840300997,"not chaotic",-0.125192950231869,"not chaotic","not chaotic"
72,"NPZ","periodic",0.1,3,100,"Sim.65",5,1,1.5,0.906204198647519,"ut-ut",-0.0123957605811657,-0.0159316886037993,0.145351498486021,0.00837185875012294,"not chaotic",0.12894265533578,"chaotic","not chaotic"
73,"NPZ","periodic",0.2,0,100,"Sim.65",6,2,0,0.811363250625894,"gr-log",0.0114627721106211,0.00471895968169053,0.052457697162194,0.153114244291988,"not chaotic",-0.247646221650102,"not chaotic","not chaotic"
74,"NPZ","periodic",0.2,1,100,"Sim.65",6,3,0.75,0.847550713934521,"ut-ut",-0.0041205318144667,-0.00510263325300413,0.0577959551537104,0.0925930380048468,"not chaotic",-0.123686399335789,"not chaotic","not chaotic"
75,"NPZ","periodic",0.2,2,100,"Sim.65",3,6,3,0.796324928134636,"gr-log",-0.0149099775207727,-0.0183423043961947,0.353075061430625,0.16523806302032,"not chaotic",0.0292084579107985,"chaotic","not chaotic"
76,"NPZ","periodic",0.2,3,100,"Sim.65",5,1,1.5,0.846611204641875,"ut-ut",-0.0170240868485682,-0.0231502499399616,0.120547144595336,0.0119528536005957,"not chaotic",0.0971195515381689,"chaotic","not chaotic"
77,"NPZ","periodic",0.3,0,100,"Sim.65",6,2,3,0.639066057396103,"gr-ut",-0.00359443274175662,-0.00920700265246417,0.0483955691927104,0.15188647807692,"not chaotic",-0.249301927838052,"not chaotic","not chaotic"
78,"NPZ","periodic",0.3,1,100,"Sim.65",5,2,3,0.676015591649183,"ut-ut",0.00294298354735765,-0.00193291760238207,0.0698982616302934,0.0955363521011805,"not chaotic",-0.11735298848802,"not chaotic","not chaotic"
79,"NPZ","periodic",0.3,2,100,"Sim.65",6,2,2,0.659377843752945,"ut-ut",-0.00255024091135283,-0.00718068167210332,0.0619894241950343,0.0873509410611606,"not chaotic",-0.10921842028484,"not chaotic","not chaotic"
80,"NPZ","periodic",0.3,3,100,"Sim.65",6,3,2,0.787803995972293,"ut-ut",-0.00386083721906157,-0.00659836833233849,0.0778578429982788,0.126620661719019,"not chaotic",-0.170318653970999,"not chaotic","not chaotic"
81,"NPZ","chaotic",0.01,0,100,"Sim.65",2,1,4,0.496138498039779,"ut-ut",0.25314520575574,0.225086911822842,0.758374145232896,0.142663461376241,"chaotic",0.478753760935465,"chaotic","chaotic"
82,"NPZ","chaotic",0.01,1,100,"Sim.65",2,1,3,0.514628527742393,"ut-ut",0.278372396080199,0.254393043636257,0.72893855960715,0.135841979983482,"chaotic",0.462688278839526,"chaotic","chaotic"
83,"NPZ","chaotic",0.01,2,100,"Sim.65",2,1,3,0.34302359964402,"ut-ut",-0.0307620274804316,-0.0491286444433425,0.660263313317312,0.198271123127245,"chaotic",0.271651911987911,"chaotic","not chaotic"
84,"NPZ","chaotic",0.01,3,100,"Sim.65",2,1,3,0.39801875538975,"ut-ut",0.121324199032083,0.110379376913642,0.79460448085802,0.124065172554159,"chaotic",0.551436742651868,"chaotic","chaotic"
85,"NPZ","chaotic",0.1,0,100,"Sim.65",1,1,3,0.175934991017958,"ut-ut",-0.640173976919779,-0.647274657215016,0.966034826073539,0.509432618604042,"chaotic",-0.0324531063903827,"not chaotic","not chaotic"
86,"NPZ","chaotic",0.1,1,100,"Sim.65",1,1,8,0.27660885347171,"ut-ut",0.621696563302758,0.610479174365459,1.00881133462405,0.433107361768851,"chaotic",0.1599209055571,"chaotic","chaotic"
87,"NPZ","chaotic",0.1,2,100,"Sim.65",2,1,1,0.166390848833438,"ut-ut",-0.822749176782403,-0.835095927536017,0.600448939920376,0.207714530201478,"chaotic",0.193328460725479,"chaotic","not chaotic"
88,"NPZ","chaotic",0.1,3,100,"Sim.65",3,1,2,0.181587556959728,"ut-ut",-0.402159344102397,-0.408975075786126,0.451945564249096,0.0629580591275693,"chaotic",0.32854776835906,"chaotic","not chaotic"
89,"NPZ","chaotic",0.2,0,100,"Sim.65",2,5,1,0.0453037405913672,"ut-ut",-0.209981370162817,-0.212977391012934,0.440002100169453,0.253542026151628,"chaotic",-0.056940271087738,"not chaotic","not chaotic"
90,"NPZ","chaotic",0.2,1,100,"Sim.65",4,5,2,0.0762568483059898,"ut-ut",-0.0421888912845045,-0.0438077233087964,0.218881140031775,0.145284578589005,"chaotic",-0.0658766340026745,"not chaotic","not chaotic"
91,"NPZ","chaotic",0.2,2,100,"Sim.65",2,4,1,0.0467869776387974,"ut-ut",-0.263972397552626,-0.267421206400949,0.308450794921183,0.311305582871374,"chaotic",-0.30170814750671,"not chaotic","not chaotic"
92,"NPZ","chaotic",0.2,3,100,"Sim.65",2,3,2,0.0287191404808955,"ut-ut",-0.223622893618456,-0.232473890018804,0.424102099807866,0.355984529571023,"chaotic",-0.273627578151339,"not chaotic","not chaotic"
93,"NPZ","chaotic",0.3,0,100,"Sim.65",3,3,0,0.0468312768658593,"ut-ut",-0.141617377175339,-0.141898876000956,0.236202930903597,0.217038775845692,"chaotic",-0.189193069753959,"not chaotic","not chaotic"
94,"NPZ","chaotic",0.3,1,100,"Sim.65",5,2,3,0.230148133722045,"ut-ut",-0.0306004512670438,-0.0334233681085988,0.106938115117896,0.196994455286572,"chaotic",-0.279171017243784,"not chaotic","not chaotic"
95,"NPZ","chaotic",0.3,2,100,"Sim.65",1,2,0.5,-0.0121345200288683,"ut-ut",-1.20163469231017,-1.20767632632146,0.811373976743271,0.53018300329143,"chaotic",-0.227784709707932,"not chaotic","not chaotic"
96,"NPZ","chaotic",0.3,3,100,"Sim.65",1,1,0,0.00670007449473442,"ut-ut",-1.42098725518514,-1.42126161888678,0.901232101229816,0.475544105638183,"chaotic",-0.0308343458210231,"not chaotic","not chaotic"
1,"SeasonalPredatorPrey","periodic",0.01,0,100,"Sim.66",4,1,0,0.999998386316806,"gr-ut",0.0148918371565294,-0.00429637675263824,0.28301110215553,0.0452833484323467,"not chaotic",0.19425573922813,"chaotic","not chaotic"
2,"SeasonalPredatorPrey","periodic",0.01,1,100,"Sim.66",6,1,3,0.986285331274146,"ut-ut",0.00818657602034933,0.00390831475927831,0.248061802672424,0.0147845949596083,"not chaotic",0.219083996551592,"chaotic","not chaotic"
3,"SeasonalPredatorPrey","periodic",0.01,2,100,"Sim.66",5,1,4,0.955244818816159,"gr-ut",-0.0984070033151903,-0.119892917799083,0.214825124538628,0.00262966235862417,"not chaotic",0.209670986315725,"chaotic","not chaotic"
4,"SeasonalPredatorPrey","periodic",0.01,3,100,"Sim.66",3,5,3,0.901247635059749,"ut-ut",0.00187446074204819,0.000576807101440569,0.0959647569431559,0.0132866561609638,"not chaotic",0.0699229108676668,"chaotic","not chaotic"
5,"SeasonalPredatorPrey","periodic",0.1,0,100,"Sim.66",4,1,0,0.999866143716317,"gr-ut",0.0146348171895649,-0.00465182504872412,0.331045829732643,0.0467515517562557,"not chaotic",0.239412788290382,"chaotic","not chaotic"
6,"SeasonalPredatorPrey","periodic",0.1,1,100,"Sim.66",5,1,8,0.985710628236651,"gr-ut",-0.0911053359397674,-0.122348674587639,0.268989342982111,0.00670605976530377,"not chaotic",0.255845465842115,"chaotic","not chaotic"
7,"SeasonalPredatorPrey","periodic",0.1,2,100,"Sim.66",5,1,4,0.957176203654274,"ut-ut",-0.0153337006146448,-0.0427013903798754,0.308521619799383,0.0075826151592399,"not chaotic",0.293659694087272,"chaotic","not chaotic"
8,"SeasonalPredatorPrey","periodic",0.1,3,100,"Sim.66",6,1,0.5,0.937424083018069,"gr-log",0.0230582769961642,0.00555480413118897,0.254122282095407,0.00862476363237741,"not chaotic",0.237217745375947,"chaotic","not chaotic"
9,"SeasonalPredatorPrey","periodic",0.2,0,100,"Sim.66",4,1,0,0.998918967987436,"gr-ut",0.0101029738643194,-0.0109971945730829,0.31022149501509,0.0273875595658008,"not chaotic",0.25654187826612,"chaotic","not chaotic"
10,"SeasonalPredatorPrey","periodic",0.2,1,100,"Sim.66",6,1,3,0.988085585324642,"gr-ut",-0.0173974252290427,-0.0369064158774191,0.287954967544108,0.0100290556623683,"not chaotic",0.268298018445866,"chaotic","not chaotic"
11,"SeasonalPredatorPrey","periodic",0.2,2,100,"Sim.66",3,1,4,0.975304221168421,"gr-ut",-0.0940301158153791,-0.115885539414406,0.464887073351225,0.0621482109239522,"not chaotic",0.343076579940279,"chaotic","not chaotic"
12,"SeasonalPredatorPrey","periodic",0.2,3,100,"Sim.66",4,1,8,0.907256960663265,"gr-log",-0.0984106755363944,-0.119772197247081,0.387513723702774,0.0152674562301281,"not chaotic",0.357589509491723,"chaotic","not chaotic"
13,"SeasonalPredatorPrey","periodic",0.3,0,100,"Sim.66",4,1,0,0.998291267844877,"gr-ut",0.0111397239256278,-0.00629454216207362,0.261543651836337,0.0270447295660033,"not chaotic",0.208535981886971,"chaotic","not chaotic"
14,"SeasonalPredatorPrey","periodic",0.3,1,100,"Sim.66",6,1,0,0.978479301544072,"gr-log",0.0165411618628375,0.00088174734845603,0.306299615002356,0.0180702178925173,"not chaotic",0.270881987933022,"chaotic","not chaotic"
15,"SeasonalPredatorPrey","periodic",0.3,2,100,"Sim.66",6,1,2,0.977215498365907,"gr-log",0.0136931449804741,-0.00973756111516095,0.19667271598872,0.0136836306700455,"not chaotic",0.169852799875431,"chaotic","not chaotic"
16,"SeasonalPredatorPrey","periodic",0.3,3,100,"Sim.66",6,1,4,0.917649456171293,"ut-ut",0.0315362777218845,0.0170352569560494,0.225008838060855,0.0163007557827431,"not chaotic",0.193059356726678,"chaotic","chaotic"
17,"SeasonalPredatorPrey","chaotic",0.01,0,100,"Sim.66",4,1,8,0.995377953644004,"gr-log",0.254996179500857,0.251166544257106,0.121112858054916,0.0080274650999884,"chaotic",0.105379026458938,"chaotic","chaotic"
18,"SeasonalPredatorPrey","chaotic",0.01,1,100,"Sim.66",4,1,6,0.986785852472041,"gr-log",0.29065571781631,0.277106210966098,0.135275454306578,0.0241021789683398,"chaotic",0.0880351835286322,"chaotic","chaotic"
19,"SeasonalPredatorPrey","chaotic",0.01,2,100,"Sim.66",6,1,8,0.960886634263171,"ut-ut",0.21368681906026,0.202384517910886,0.0708224079166892,0.00618515581661583,"chaotic",0.0586995025161222,"chaotic","chaotic"
20,"SeasonalPredatorPrey","chaotic",0.01,3,100,"Sim.66",6,1,8,0.966416699562261,"ut-ut",0.288525965723085,0.279085488146236,0.0624075032618207,0.00213435154602945,"chaotic",0.0582241742316029,"chaotic","chaotic"
21,"SeasonalPredatorPrey","chaotic",0.1,0,100,"Sim.66",5,1,6,0.981260638323018,"ut-ut",0.289244759093465,0.277245411974091,0.0945323639737791,0.00146635265748777,"chaotic",0.091658312765103,"chaotic","chaotic"
22,"SeasonalPredatorPrey","chaotic",0.1,1,100,"Sim.66",6,3,8,0.968706476892624,"gr-log",0.0334921754339679,0.0259973168542873,0.0343040989362749,0.0358518815919327,"chaotic",-0.0359655889839132,"not chaotic","chaotic"
23,"SeasonalPredatorPrey","chaotic",0.1,2,100,"Sim.66",6,1,8,0.940413878627143,"ut-ut",0.196943416568546,0.189387311467477,0.0568234474468687,0.0023235751073326,"chaotic",0.0522692402364968,"chaotic","chaotic"
24,"SeasonalPredatorPrey","chaotic",0.1,3,100,"Sim.66",6,2,6,0.965774733970284,"gr-log",0.0475783347655622,0.0334339187800048,0.0288551831064531,0.021275307265608,"chaotic",-0.0128444191341387,"not chaotic","chaotic"
25,"SeasonalPredatorPrey","chaotic",0.2,0,100,"Sim.66",6,2,4,0.931320674948042,"gr-log",0.0387439614050593,0.0339361251591054,0.0418468790786643,0.0170573438999353,"chaotic",0.00841448503479117,"not chaotic","chaotic"
26,"SeasonalPredatorPrey","chaotic",0.2,1,100,"Sim.66",6,1,6,0.889294411450817,"gr-log",0.179613132600053,0.172883002241821,0.103504953072686,0.00989066900727849,"chaotic",0.0841192418184197,"chaotic","chaotic"
27,"SeasonalPredatorPrey","chaotic",0.2,2,100,"Sim.66",6,1,6,0.965437350658091,"ut-ut",0.233188765729271,0.215417756440773,0.0823027859028359,0.00285144563885126,"chaotic",0.0767139524506874,"chaotic","chaotic"
28,"SeasonalPredatorPrey","chaotic",0.2,3,100,"Sim.66",6,2,6,0.873159860895806,"gr-log",0.0509280967316163,0.0419079126886049,0.0728790077693028,0.0273156656203663,"chaotic",0.0193403031533849,"chaotic","chaotic"
29,"SeasonalPredatorPrey","chaotic",0.3,0,100,"Sim.66",6,3,8,0.946348715437803,"gr-log",0.0431830907940624,0.0326446935323749,0.0543115585020596,0.0868647628495294,"chaotic",-0.115943376683018,"not chaotic","chaotic"
30,"SeasonalPredatorPrey","chaotic",0.3,1,100,"Sim.66",6,2,4,0.880672031715525,"gr-log",0.0358073517150312,0.0306230757429094,0.0546480096470711,0.0253379642571045,"chaotic",0.0049855997031463,"not chaotic","chaotic"
